33893,41.8113889,20.4275
16993,39.8163889,20.7330556
18365,39.5663889,21.8330556
17431,39.5663889,21.8330556
17552,39.85,20.9830556
17148,39.85,20.9830556
16971,39.7997222,21
17197,39.6663889,20.8330556
16963,41.1852778,19.5566667
16962,41.1852778,19.5566667
18544,39.8830556,20.7830556
16968,39.8830556,20.7830556
16970,39.9663889,20.95
16988,39.09,23.12
17471,39.7163889,21.0663889
17211,39.2666667,22.8166667
16986,39.2830556,23.2163889
17440,39.3697222,20.3036111
17193,39.3697222,20.3036111
17194,40.52,21.6830556
17172,40.52,21.6830556
17473,39.7830556,21
17472,39.7830556,21
16969,39.8997222,20.8163889
17462,39.6663889,20.5830556
17461,39.6663889,20.5830556
17195,40.4330556,21.3330556
54787,39.5663889,21.8330556
54786,39.5663889,21.8330556
61648,39.5663889,21.8330556
61964,39.5663889,21.8330556
61963,39.5663889,21.8330556
61655,39.5663889,21.8330556
2330,40.6497222,21.1497222
2292,39.5663889,21.8330556
1722,39.5663889,21.8330556
625,39.5663889,21.8330556
61802,39.5663889,21.8330556
2121,39.85,20.9830556
4599,40.1497222,19.6330556
4591,40.1497222,19.6330556
2285,40.1497222,19.6330556
2279,40.1497222,19.6330556
1734,40.1497222,19.6330556
1648,40.1497222,19.6330556
1647,40.1497222,19.6330556
1646,40.1497222,19.6330556
1459,40.1497222,19.6330556
1458,40.1497222,19.6330556
33894,41.8136111,20.4622222
265244,39.9163889,20.85
265243,39.9163889,20.85
265242,39.9163889,20.85
265241,39.9163889,20.85
265240,39.9163889,20.85
265239,39.9163889,20.85
44973,39.9163889,20.85
29450,39.9591667,19.9622222
1672,39.9591667,19.9622222
2144,39.9591667,19.9622222
1706,41.4525,19.5733333
2095,39.6163889,22.5330556
2094,39.6163889,22.5330556
2093,39.6163889,22.5330556
2092,39.6163889,22.5330556
1967,39.6163889,22.5330556
1866,39.6163889,22.5330556
1851,39.6163889,22.5330556
1664,39.6163889,22.5330556
16964,41.4525,19.5733333
61480,39.09,23.12
27144,39.3686111,20.3036111
2384,39.3686111,20.3036111
2383,39.3686111,20.3036111
61473,40.2830556,21.8663889
44845,40.2830556,21.8663889
29025,40.2830556,21.8663889
90195,40.3663889,21.1163889
61801,40.3663889,21.1163889
61800,40.3663889,21.1163889
2133,40.3663889,21.1163889
2132,40.3663889,21.1163889
1639,40.3663889,21.1163889
624,40.3663889,21.1163889
1707,42.0675,19.5130556
33896,41,20.4830556
27147,40.5163889,21.6830556
27146,40.5163889,21.6830556
27145,40.5163889,21.6830556
33880,42.1636111,20.6208333
44841,41.6272222,20.2791667
29019,39.7997222,21.3830556
29237,40.8908333,20.6825
2119,39.7,21.0330556
2699,40.3163889,20.1830556
2862,40.3163889,20.1830556
2861,40.3163889,20.1830556
1760,40.3163889,20.1830556
1759,40.3163889,20.1830556
1511,40.3163889,20.1830556
1510,40.3163889,20.1830556
1509,40.3163889,20.1830556
764,40.3163889,20.1830556
763,40.3163889,20.1830556
620,40.3163889,20.1830556
619,40.3163889,20.1830556
618,40.3163889,20.1830556
617,40.3163889,20.1830556
616,40.3163889,20.1830556
615,40.3163889,20.1830556
614,40.3163889,20.1830556
613,40.3163889,20.1830556
612,40.3163889,20.1830556
611,40.3163889,20.1830556
608,40.3163889,20.1830556
92517,39.7,21.6330556
61248,39.7,21.6330556
58626,39.7,21.6330556
44971,39.8830556,20.7830556
1731,40.8163889,22.0663889
1730,40.8163889,22.0663889
44683,39.1830556,22.7663889
223062,39.6663889,20.8330556
223061,39.6663889,20.8330556
223023,39.6663889,20.8330556
222991,39.6663889,20.8330556
222981,39.6663889,20.8330556
222966,39.6663889,20.8330556
61249,39.6663889,20.8330556
1989,39.6663889,20.8330556
44836,39.6663889,20.8330556
44978,39.6663889,21.0147222
29040,41,22.3997222
33905,41.61,20.0086111
1984,40.0725,20.1366667
44825,40.6163889,20.6497222
643,39.7830556,21.4163889
2332,39.3830556,21.7663889
3334,41.1852778,19.5566667
2415,41.1852778,19.5566667
1735,41.1852778,19.5566667
1674,41.1852778,19.5566667
1461,41.1852778,19.5566667
1460,41.1852778,19.5566667
63576,39.1830556,23.2163889
56842,39.1830556,23.2163889
29034,36.7997222,22.85
29449,39.4663889,20.5163889
631,39.4663889,20.5163889
265252,39.4663889,20.5163889
265251,39.4663889,20.5163889
54130,39.4663889,20.5163889
44977,39.4663889,20.5163889
61469,41.2111111,19.965
61468,41.2111111,19.965
27156,40.4663889,21.7663889
2101,41.6352778,19.7127778
1650,41.6352778,19.7127778
29548,41.25,19.8544444
1881,39.2666667,22.8166667
1880,39.2666667,22.8166667
1629,39.2666667,22.8166667
623,39.2666667,22.8166667
2137,40.5663889,22.1497222
2136,40.5663889,22.1497222
2135,40.5663889,22.1497222
2134,40.5663889,22.1497222
1652,40.5663889,22.1497222
641,40.5663889,22.1497222
29448,39.5252778,20.2569444
29209,39.5252778,20.2569444
3968,39.5252778,20.2569444
3573,39.5252778,20.2569444
51571,39.7663889,21.1830556
1454,39.7663889,21.1830556
1453,39.7663889,21.1830556
1521,39.5794444,19.9022222
44685,39.5794444,19.9022222
2131,39.5794444,19.9022222
2062,39.5794444,19.9022222
2061,39.5794444,19.9022222
2060,39.5794444,19.9022222
1860,39.5794444,19.9022222
1840,39.5794444,19.9022222
1839,39.5794444,19.9022222
1496,39.5794444,19.9022222
265232,40.2830556,21.8
265231,40.2830556,21.8
265204,40.2830556,21.8
265203,40.2830556,21.8
2103,41.61,20.0086111
1766,41.61,20.0086111
1763,41.61,20.0086111
265238,39.8997222,20.8163889
44972,39.8997222,20.8163889
44847,39.7663889,21.1163889
29013,40.6830556,21.6163889
92581,40.4830556,22.3163889
44824,40.6530556,20.5816667
1974,39.56,21.7663889
1969,40.5,22.3163889
1976,39.2,23.2163889
61472,40.7663889,21.6163889
635,41.1852778,19.5566667
29155,41.1852778,19.5566667
29022,41.1852778,19.5566667
44835,40.5,22.6663889
1520,40.7330556,19.4663889
32553,40.8997222,22.05
1979,40.8997222,22.05
61471,40.3997222,22
61470,40.3997222,22
29163,39.56,21.7663889
29009,41.0322222,20.63
29032,42.2330556,20.7330556
61467,40.8908333,20.6825
61485,39.7997222,21.3830556
1448,39.75,22.2830556
1447,39.75,22.2830556
1446,39.75,22.2830556
1445,39.75,22.2830556
29012,40.7663889,21.6163889
53035,39.6330556,22.3744444
16965,41.4541667,20.0255556
61841,39.3830556,22.75
61484,39.3830556,22.75
54121,39.3830556,22.75
54120,39.3830556,22.75
54015,39.3830556,22.75
47848,39.3830556,22.75
46690,39.3830556,22.75
44961,39.3830556,22.75
27149,39.3830556,22.75
2284,39.3830556,22.75
2107,39.3830556,22.75
2091,39.3830556,22.75
2090,39.3830556,22.75
2089,39.3830556,22.75
1966,39.3830556,22.75
1883,39.3830556,22.75
1882,39.3830556,22.75
1856,39.3830556,22.75
1850,39.3830556,22.75
1849,39.3830556,22.75
1848,39.3830556,22.75
1732,39.3830556,22.75
1663,39.3830556,22.75
1503,39.3830556,22.75
1502,39.3830556,22.75
1501,39.3830556,22.75
1500,39.3830556,22.75
1499,39.3830556,22.75
1498,39.3830556,22.75
1452,39.3830556,22.75
634,39.3830556,22.75
633,39.3830556,22.75
88992,39.3830556,22.75
63874,39.3830556,22.75
63873,39.3830556,22.75
63854,39.3830556,22.75
63730,39.3830556,22.75
63572,39.3830556,22.75
56991,39.3830556,22.75
56843,39.3830556,22.75
56773,39.3830556,22.75
53034,39.3830556,22.75
46693,39.3830556,22.75
44675,39.3830556,22.75
29017,39.3830556,22.75
4278,39.3830556,22.75
265211,39.3830556,22.75
265210,39.3830556,22.75
265209,39.3830556,22.75
265202,39.3830556,22.75
92518,41.7,21.7752778
44674,40.6,22.1330556
44828,41.7738889,20.4127778
44969,39.7663889,21.1830556
29152,40.6163889,19.3330556
54128,39.6163889,20.5
44687,39.6163889,20.5
2301,39.6163889,20.5
2300,39.6163889,20.5
1801,39.6163889,20.5
17464,41.8113889,20.4275
17463,41.8113889,20.4275
3023,41.8113889,20.4275
29603,41.0438889,19.7661111
1987,41.0438889,19.7661111
2302,41.8113889,20.4275
1726,41.8113889,20.4275
1725,41.8113889,20.4275
29602,39.5663889,20.3163889
222977,39.5663889,20.3163889
222976,39.5663889,20.3163889
61695,39.5663889,20.3163889
61497,39.5663889,20.3163889
61496,39.5663889,20.3163889
1705,39.5663889,20.3163889
627,39.5663889,20.3163889
265250,39.6663889,20.5830556
265249,39.6663889,20.5830556
44975,39.6663889,20.5830556
44686,39.6663889,20.5830556
49112,39.6663889,20.5830556
1519,40.4830556,22.35
1518,40.4830556,22.35
29150,41.1163889,20.0163889
29549,41.3227778,19.4411111
44846,39.8997222,22.1830556
29026,39.8997222,22.1830556
27251,39.1830556,23.2163889
33900,39.6663889,20.8330556
47898,39.3830556,22.75
17442,39.6663889,20.8330556
1988,40.5163889,21.6830556
644,40.5163889,21.6830556
636,40.5,22.3163889
1855,39.2,23.2163889
1854,39.2,23.2163889
2331,40.4330556,21.3330556
2083,40.4330556,21.3330556
2082,40.4330556,21.3330556
2081,40.4330556,21.3330556
2080,40.4330556,21.3330556
2079,40.4330556,21.3330556
2078,40.4330556,21.3330556
2077,40.4330556,21.3330556
2076,40.4330556,21.3330556
2075,40.4330556,21.3330556
2074,40.4330556,21.3330556
2073,40.4330556,21.3330556
1658,40.4330556,21.3330556
1657,40.4330556,21.3330556
1656,40.4330556,21.3330556
1655,40.4330556,21.3330556
44844,40.2997222,21.7830556
29027,41.7738889,20.4127778
265216,39.8163889,20.7330556
265215,39.8163889,20.7330556
265214,39.8163889,20.7330556
265213,39.8163889,20.7330556
265212,39.8163889,20.7330556
44963,39.8163889,20.7330556
44684,39.1830556,22.7663889
629,39.1830556,22.7663889
3358,42.2133333,19.4361111
2109,39.95,20.1663889
2108,39.95,20.1663889
2096,39.95,20.1663889
1857,39.95,20.1663889
1852,39.95,20.1663889
1762,39.95,20.1663889
1671,39.95,20.1663889
1670,39.95,20.1663889
1669,39.95,20.1663889
16978,39.2663889,21.6663889
17488,39.6163889,22.5330556
17477,39.6163889,22.5330556
17476,39.6163889,22.5330556
17551,39.9163889,20.85
17147,39.9163889,20.85
17479,39.6163889,20.5
20367,40.6830556,21.6163889
17192,40.6830556,21.6163889
16985,40.6830556,21.6163889
44955,40.52,21.6830556
27023,40.52,21.6830556
33892,39.5252778,20.2569444
265236,39.7163889,21.0663889
265235,39.7163889,21.0663889
265234,39.7163889,21.0663889
265233,39.7163889,21.0663889
44970,39.7163889,21.0663889
44826,41.0602778,20.6444444
27154,39.6663889,20.8330556
27153,39.6663889,20.8330556
27152,39.6663889,20.8330556
27025,39.6663889,20.8330556
27024,39.6663889,20.8330556
44831,40.5163889,21.6830556
29014,40.5163889,21.6830556
3192,39.8997222,22.1830556
2015,39.8997222,22.1830556
2014,39.8997222,22.1830556
2296,39.7997222,21
2295,39.7997222,21
33876,39.3663889,22.95
61694,39.3663889,22.95
44821,39.6927778,22.35
44834,40.8163889,22.0663889
265230,40.3663889,22.0663889
44967,40.3663889,22.0663889
61477,40.2830556,21.8663889
61476,40.2830556,21.8663889
61475,40.2830556,21.8663889
61474,40.2830556,21.8663889
17173,39.7663889,21.1830556
16987,39.28,23.2163889
16961,39.9591667,19.9622222
17189,39.3830556,22.75
3359,40.6330556,22.0663889
3350,40.6330556,22.0663889
2059,40.6330556,22.0663889
1981,40.6330556,22.0663889
630,40.6330556,22.0663889
1640,40.2997222,20.0163889
54903,39.1830556,23.2163889
92758,41.685,20.4286111
1643,39.4663889,20.5163889
202250,39.1830556,23.2163889
54180,39.1830556,23.2163889
54119,39.1830556,23.2163889
54118,39.1830556,23.2163889
16981,40.3163889,20.1830556
265201,40.5,22.6663889
44960,40.5,22.6663889
29149,41.3297222,19.6497222
61495,39.5252778,20.2569444
54129,39.5252778,20.2569444
44976,39.5252778,20.2569444
2114,39.5252778,20.2569444
2113,39.5252778,20.2569444
1983,39.5252778,20.2569444
1858,39.5252778,20.2569444
29020,39.7663889,21.1830556
49114,39.3830556,22.75
1752,40.6497222,21.1497222
1800,39.5663889,21.8330556
265208,40.5163889,21.6830556
265198,40.5163889,21.6830556
265197,40.5163889,21.6830556
44957,40.5163889,21.6830556
44956,40.5163889,21.6830556
54017,40.6330556,22.0663889
2293,39.7163889,21.0663889
17428,40.9830556,22.0663889
17188,40.9830556,22.0663889
16973,40.2997222,20.0163889
17439,40.6830556,21.6163889
33901,41.4236111,20.5630556
2294,39.7163889,21.0663889
29158,40.0725,20.1366667
17430,39.2666667,22.8166667
44680,40.7088889,22.0269444
29153,39.6163889,22.5330556
29018,39.6163889,22.5330556
