LATDEC,LONDEC,GENUS,SPECIES
41.8113888888889,20.4275,Zea,mays
39.8163888888889,20.7330555555556,Hordeum,vulgare
39.5663888888889,21.8330555555556,Hordeum,vulgare
39.5663888888889,21.8330555555556,Hordeum,vulgare
39.85,20.9830555555556,Hordeum,vulgare
39.85,20.9830555555556,Hordeum,vulgare
39.7997222222222,21,Hordeum,vulgare
39.6663888888889,20.8330555555556,Hordeum,vulgare
41.1852777777778,19.5566666666667,Hordeum,vulgare
41.1852777777778,19.5566666666667,Hordeum,vulgare
39.8830555555556,20.7830555555556,Hordeum,vulgare
39.8830555555556,20.7830555555556,Hordeum,vulgare
39.9663888888889,20.95,Hordeum,vulgare
39.09,23.12,Hordeum,vulgare
39.7163888888889,21.0663888888889,Hordeum,vulgare
39.2666666666667,22.8166666666667,Hordeum,vulgare
39.2830555555556,23.2163888888889,Hordeum,vulgare
39.3697222222222,20.3036111111111,Hordeum,vulgare
39.3697222222222,20.3036111111111,Hordeum,vulgare
40.52,21.6830555555556,Hordeum,vulgare
40.52,21.6830555555556,Hordeum,vulgare
39.7830555555556,21,Hordeum,vulgare
39.7830555555556,21,Hordeum,vulgare
39.8997222222222,20.8163888888889,Hordeum,vulgare
39.6663888888889,20.5830555555556,Hordeum,vulgare
39.6663888888889,20.5830555555556,Hordeum,vulgare
40.4330555555556,21.3330555555556,Hordeum,vulgare
40.6497222222222,21.1497222222222,Triticum,aestivum
39.5663888888889,21.8330555555556,Lathyrus,aphaca
39.5663888888889,21.8330555555556,Lathyrus,aphaca
39.5663888888889,21.8330555555556,Vicia,bithynica
39.5663888888889,21.8330555555556,Vicia,villosa
39.5663888888889,21.8330555555556,Vicia,villosa
39.5663888888889,21.8330555555556,Vicia,lutea
39.5663888888889,21.8330555555556,Triticum,aestivum
39.5663888888889,21.8330555555556,Triticum,aestivum
39.5663888888889,21.8330555555556,Triticum,aestivum
39.5663888888889,21.8330555555556,Vicia,cordata
41.8136111111111,20.4622222222222,Zea,mays
39.85,20.9830555555556,Triticum,aestivum
40.1497222222222,19.6330555555556,Triticum,aestivum
40.1497222222222,19.6330555555556,Triticum,aestivum
40.1497222222222,19.6330555555556,Triticum,aestivum
40.1497222222222,19.6330555555556,Triticum,aestivum
40.1497222222222,19.6330555555556,Triticum,durum
40.1497222222222,19.6330555555556,Triticum,aestivum
40.1497222222222,19.6330555555556,Triticum,durum
40.1497222222222,19.6330555555556,Triticum,aestivum
40.1497222222222,19.6330555555556,Triticum,turgidum
40.1497222222222,19.6330555555556,Triticum,aestivum
39.9163888888889,20.85,Lens,culinaris
39.9163888888889,20.85,Lens,culinaris
39.9163888888889,20.85,Lens,culinaris
39.9163888888889,20.85,Lens,culinaris
39.9163888888889,20.85,Lens,culinaris
39.9163888888889,20.85,Lens,culinaris
39.9163888888889,20.85,Lens,culinaris
41.4525,19.5733333333333,Triticum,aestivum
41.4525,19.5733333333333,Hordeum,vulgare
39.6163888888889,22.5330555555556,Triticum,aestivum
39.6163888888889,22.5330555555556,Triticum,aestivum
39.6163888888889,22.5330555555556,Triticum,aestivum
39.6163888888889,22.5330555555556,Triticum,durum
39.6163888888889,22.5330555555556,Triticum,durum
39.6163888888889,22.5330555555556,Triticum,durum
39.6163888888889,22.5330555555556,Triticum,durum
39.6163888888889,22.5330555555556,Triticum,aestivum
39.9591666666667,19.9622222222222,Avena,byzantina
39.9591666666667,19.9622222222222,Triticum,aestivum
39.9591666666667,19.9622222222222,Triticum,aestivum
42.1636111111111,20.6208333333333,Zea,mays
39.09,23.12,Vicia,sativa
40.5163888888889,21.6830555555556,Pisum,sativum
40.5163888888889,21.6830555555556,Pisum,sativum
40.5163888888889,21.6830555555556,Pisum,sativum
42.0675,19.5130555555556,Triticum,aestivum
41,20.4830555555556,Zea,mays
39.3686111111111,20.3036111111111,Pisum,sativum
39.3686111111111,20.3036111111111,Triticum,aestivum
39.3686111111111,20.3036111111111,Triticum,aestivum
40.2830555555556,21.8663888888889,Vicia,sativa
40.2830555555556,21.8663888888889,Vicia,ervilia
40.2830555555556,21.8663888888889,Avena,sativa
40.3663888888889,21.1163888888889,Citrullus,lanatus
40.3663888888889,21.1163888888889,Vicia,cordata
40.3663888888889,21.1163888888889,Vicia,cordata
40.3663888888889,21.1163888888889,Triticum,aestivum
40.3663888888889,21.1163888888889,Triticum,aestivum
40.3663888888889,21.1163888888889,Triticum,aestivum
40.3663888888889,21.1163888888889,Triticum,durum
39.7997222222222,21.3830555555556,Avena,sativa
40.8908333333333,20.6825,Avena,sativa
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
40.3163888888889,20.1830555555556,Triticum,monococcum
39.7,21.0330555555556,Triticum,aestivum
39.7,21.6330555555556,Zea,mays
39.7,21.6330555555556,Sorghum,bicolor
39.7,21.6330555555556,Anethum,graveolens
41.6272222222222,20.2791666666667,Vicia,ervilia
39.8830555555556,20.7830555555556,Lens,culinaris
40.8163888888889,22.0663888888889,Triticum,aestivum
40.8163888888889,22.0663888888889,Triticum,aestivum
41,22.3997222222222,Avena,sativa
39.6663888888889,20.8330555555556,Lathyrus,cicera
39.6663888888889,20.8330555555556,Lathyrus,cicera
39.6663888888889,20.8330555555556,Lathyrus,cicera
39.6663888888889,20.8330555555556,Lathyrus,sativus
39.6663888888889,20.8330555555556,Lathyrus,cicera
39.6663888888889,20.8330555555556,Lathyrus,cicera
39.6663888888889,20.8330555555556,Sorghum,bicolor
39.6663888888889,20.8330555555556,Triticum,monococcum
39.6663888888889,20.8330555555556,Vicia,ervilia
39.6663888888889,21.0147222222222,Lens,culinaris
39.1830555555556,22.7663888888889,Cicer,arietinum
40.0725,20.1366666666667,Triticum,monococcum
40.6163888888889,20.6497222222222,Vicia,ervilia
39.7830555555556,21.4163888888889,Triticum,durum
39.1830555555556,23.2163888888889,Cucurbita,pepo
39.1830555555556,23.2163888888889,Spinacia,oleracea
41.1852777777778,19.5566666666667,Triticum,aestivum
41.1852777777778,19.5566666666667,Triticum,turgidum
41.1852777777778,19.5566666666667,Triticum,aestivum
41.1852777777778,19.5566666666667,Triticum,durum
41.1852777777778,19.5566666666667,Triticum,aestivum
41.61,20.0086111111111,Zea,mays
39.3830555555556,21.7663888888889,Triticum,aestivum
41.1852777777778,19.5566666666667,Triticum,durum
36.7997222222222,22.85,Avena,sativa
39.4663888888889,20.5163888888889,Avena,byzantina
39.4663888888889,20.5163888888889,Triticum,durum
39.4663888888889,20.5163888888889,Lens,culinaris
39.4663888888889,20.5163888888889,Lens,culinaris
39.4663888888889,20.5163888888889,Phaseolus,vulgaris
39.4663888888889,20.5163888888889,Lens,culinaris
39.7663888888889,21.1830555555556,Triticum,aestivum
39.7663888888889,21.1830555555556,Triticum,aestivum
41.2111111111111,19.965,Vicia,sativa
41.2111111111111,19.965,Vicia,sativa
39.2666666666667,22.8166666666667,Triticum,durum
39.2666666666667,22.8166666666667,Triticum,aestivum
39.2666666666667,22.8166666666667,Triticum,durum
39.2666666666667,22.8166666666667,Triticum,durum
40.5663888888889,22.1497222222222,Triticum,aestivum
40.5663888888889,22.1497222222222,Triticum,aestivum
40.5663888888889,22.1497222222222,Triticum,aestivum
40.5663888888889,22.1497222222222,Triticum,aestivum
40.5663888888889,22.1497222222222,Triticum,durum
40.5663888888889,22.1497222222222,Triticum,durum
39.5252777777778,20.2569444444444,Avena,byzantina
39.5252777777778,20.2569444444444,Avena,byzantina
39.5252777777778,20.2569444444444,Triticum,durum
39.5252777777778,20.2569444444444,Triticum,durum
40.4663888888889,21.7663888888889,Pisum,sativum
41.6352777777778,19.7127777777778,Triticum,aestivum
41.6352777777778,19.7127777777778,Triticum,aestivum
41.25,19.8544444444444,Avena,byzantina
39.7663888888889,21.1830555555556,Phaseolus,vulgaris
39.5794444444444,19.9022222222222,Triticum,durum
39.5794444444444,19.9022222222222,Cicer,arietinum
39.5794444444444,19.9022222222222,Triticum,durum
39.5794444444444,19.9022222222222,Triticum,aestivum
39.5794444444444,19.9022222222222,Triticum,durum
39.5794444444444,19.9022222222222,Triticum,aestivum
39.5794444444444,19.9022222222222,Triticum,durum
39.5794444444444,19.9022222222222,Triticum,durum
39.5794444444444,19.9022222222222,Triticum,durum
39.5794444444444,19.9022222222222,Triticum,aestivum
40.2830555555556,21.8,Lens,culinaris
40.2830555555556,21.8,Lens,culinaris
40.2830555555556,21.8,Lens,culinaris
40.2830555555556,21.8,Lens,culinaris
41.61,20.0086111111111,Triticum,aestivum
41.61,20.0086111111111,Triticum,aestivum
41.61,20.0086111111111,Triticum,aestivum
40.7663888888889,21.6163888888889,Vicia,sativa
39.8997222222222,20.8163888888889,Lens,culinaris
39.8997222222222,20.8163888888889,Lens,culinaris
39.7663888888889,21.1163888888889,Vicia,ervilia
40.6830555555556,21.6163888888889,Avena,sativa
40.6530555555556,20.5816666666667,Vicia,ervilia
40.4830555555556,22.3163888888889,Phaseolus,vulgaris
41.1852777777778,19.5566666666667,Avena,byzantina
41.1852777777778,19.5566666666667,Avena,byzantina
39.56,21.7663888888889,Triticum,durum
40.5,22.3163888888889,Triticum,aestivum
39.2,23.2163888888889,Triticum,durum
40.7330555555556,19.4663888888889,Triticum,aestivum
40.8997222222222,22.05,Vicia,faba
40.8997222222222,22.05,Triticum,durum
40.5,22.6663888888889,Vicia,ervilia
41.1852777777778,19.5566666666667,Triticum,aestivum
40.3997222222222,22,Vicia,sativa
40.3997222222222,22,Vicia,sativa
39.56,21.7663888888889,Avena,sativa
41.0322222222222,20.63,Avena,sativa
42.2330555555556,20.7330555555556,Avena,sativa
39.6330555555556,22.3744444444444,Lycopersicon,esculentum
40.8908333333333,20.6825,Vicia,sativa
39.7997222222222,21.3830555555556,Vicia,sativa
39.75,22.2830555555556,Triticum,aestivum
39.75,22.2830555555556,Triticum,aestivum
39.75,22.2830555555556,Triticum,aestivum
39.75,22.2830555555556,Triticum,aestivum
40.7663888888889,21.6163888888889,Avena,sativa
41.4541666666667,20.0255555555556,Hordeum,vulgare
39.3830555555556,22.75,Vicia,pannonica
39.3830555555556,22.75,Vicia,sativa
39.3830555555556,22.75,Phaseolus,vulgaris
39.3830555555556,22.75,Phaseolus,vulgaris
39.3830555555556,22.75,Phaseolus,vulgaris
39.3830555555556,22.75,Apium,graveolens
39.3830555555556,22.75,Cichorium,endivia
39.3830555555556,22.75,Lens,culinaris
39.3830555555556,22.75,Pisum,sativum
39.3830555555556,22.75,Triticum,aestivum
39.3830555555556,22.75,Triticum,aestivum
39.3830555555556,22.75,Triticum,durum
39.3830555555556,22.75,Triticum,aestivum
39.3830555555556,22.75,Triticum,durum
39.3830555555556,22.75,Triticum,durum
39.3830555555556,22.75,Triticum,durum
39.3830555555556,22.75,Triticum,durum
39.3830555555556,22.75,Triticum,durum
39.3830555555556,22.75,Triticum,durum
39.3830555555556,22.75,Triticum,durum
39.3830555555556,22.75,Triticum,durum
39.3830555555556,22.75,Triticum,durum
39.3830555555556,22.75,Citrullus,lanatus
39.3830555555556,22.75,Cucumis,melo
39.3830555555556,22.75,Cucumis,melo
39.3830555555556,22.75,Cucumis,melo
39.3830555555556,22.75,Cucurbita,pepo
39.3830555555556,22.75,Cucurbita,pepo
39.3830555555556,22.75,Lactuca,sativa
39.3830555555556,22.75,Spinacia,oleracea
39.3830555555556,22.75,Spinacia,oleracea
39.3830555555556,22.75,Lycopersicon,esculentum
39.3830555555556,22.75,Cichorium,endivia
39.3830555555556,22.75,Cicer,arietinum
39.3830555555556,22.75,Avena,byzantina
39.3830555555556,22.75,Triticum,aestivum
39.3830555555556,22.75,Lens,culinaris
39.3830555555556,22.75,Lens,culinaris
39.3830555555556,22.75,Lens,culinaris
39.3830555555556,22.75,Lens,culinaris
39.3830555555556,22.75,Triticum,turgidum
39.3830555555556,22.75,Triticum,aestivum
39.3830555555556,22.75,Triticum,durum
39.3830555555556,22.75,Triticum,aestivum
39.3830555555556,22.75,Triticum,durum
39.3830555555556,22.75,Triticum,aestivum
39.3830555555556,22.75,Triticum,aestivum
39.3830555555556,22.75,Triticum,aestivum
39.3830555555556,22.75,Triticum,aestivum
39.3830555555556,22.75,Triticum,aestivum
41.7,21.7752777777778,Zea,mays
40.6,22.1330555555556,Cicer,arietinum
41.7738888888889,20.4127777777778,Vicia,ervilia
41.0438888888889,19.7661111111111,Avena,byzantina
41.0438888888889,19.7661111111111,Triticum,monococcum
39.8997222222222,22.1830555555556,Vicia,ervilia
39.8997222222222,22.1830555555556,Avena,byzantina
40.4830555555556,22.35,Triticum,aestivum
40.4830555555556,22.35,Triticum,aestivum
41.1163888888889,20.0163888888889,Avena,byzantina
41.3227777777778,19.4411111111111,Avena,byzantina
39.7663888888889,21.1830555555556,Lens,culinaris
39.1830555555556,23.2163888888889,Pisum,sativum
40.6163888888889,19.3330555555556,Avena,byzantina
39.6163888888889,20.5,Phaseolus,vulgaris
39.6163888888889,20.5,Cicer,arietinum
39.6163888888889,20.5,Triticum,aestivum
39.6163888888889,20.5,Triticum,aestivum
39.6163888888889,20.5,Triticum,durum
41.8113888888889,20.4275,Hordeum,vulgare
41.8113888888889,20.4275,Hordeum,vulgare
41.8113888888889,20.4275,Triticum,turgidum
41.8113888888889,20.4275,Triticum,aestivum
41.8113888888889,20.4275,Triticum,aestivum
41.8113888888889,20.4275,Triticum,aestivum
39.5663888888889,20.3163888888889,Avena,sativa
39.5663888888889,20.3163888888889,Lathyrus,aphaca
39.5663888888889,20.3163888888889,Lathyrus,aphaca
39.5663888888889,20.3163888888889,Vicia,sativa
39.5663888888889,20.3163888888889,Vicia,sativa
39.5663888888889,20.3163888888889,Vicia,sativa
39.5663888888889,20.3163888888889,Triticum,aestivum
39.5663888888889,20.3163888888889,Triticum,aestivum
39.6663888888889,20.5830555555556,Lens,culinaris
39.6663888888889,20.5830555555556,Lens,culinaris
39.6663888888889,20.5830555555556,Lens,culinaris
39.6663888888889,20.5830555555556,Cicer,arietinum
39.6663888888889,20.5830555555556,Anethum,graveolens
39.6663888888889,20.8330555555556,Zea,mays
40.5163888888889,21.6830555555556,Triticum,monococcum
40.5163888888889,21.6830555555556,Triticum,monococcum
39.3830555555556,22.75,Apium,graveolens
39.6663888888889,20.8330555555556,Hordeum,vulgare
40.5,22.3163888888889,Triticum,aestivum
39.2,23.2163888888889,Triticum,durum
39.2,23.2163888888889,Triticum,durum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
40.4330555555556,21.3330555555556,Triticum,aestivum
39.8163888888889,20.7330555555556,Lens,culinaris
39.8163888888889,20.7330555555556,Lens,culinaris
39.8163888888889,20.7330555555556,Lens,culinaris
39.8163888888889,20.7330555555556,Lens,culinaris
39.8163888888889,20.7330555555556,Lens,culinaris
39.8163888888889,20.7330555555556,Lens,culinaris
41.7738888888889,20.4127777777778,Avena,sativa
40.2997222222222,21.7830555555556,Vicia,ervilia
39.95,20.1663888888889,Triticum,aestivum
39.95,20.1663888888889,Triticum,durum
39.95,20.1663888888889,Triticum,durum
39.95,20.1663888888889,Triticum,durum
39.95,20.1663888888889,Triticum,durum
39.95,20.1663888888889,Triticum,durum
39.95,20.1663888888889,Triticum,aestivum
39.95,20.1663888888889,Triticum,aestivum
39.95,20.1663888888889,Triticum,turgidum
39.1830555555556,22.7663888888889,Cicer,arietinum
39.1830555555556,22.7663888888889,Triticum,durum
42.2133333333333,19.4361111111111,Triticum,durum
39.2663888888889,21.6663888888889,Hordeum,vulgare
39.6163888888889,22.5330555555556,Hordeum,vulgare
39.6163888888889,22.5330555555556,Hordeum,vulgare
39.6163888888889,22.5330555555556,Hordeum,vulgare
39.9163888888889,20.85,Hordeum,vulgare
39.9163888888889,20.85,Hordeum,vulgare
39.6163888888889,20.5,Hordeum,vulgare
40.6830555555556,21.6163888888889,Hordeum,vulgare
40.6830555555556,21.6163888888889,Hordeum,vulgare
40.6830555555556,21.6163888888889,Hordeum,vulgare
40.52,21.6830555555556,Lens,culinaris
40.52,21.6830555555556,Pisum,sativum
39.5252777777778,20.2569444444444,Zea,mays
39.7163888888889,21.0663888888889,Lens,culinaris
39.7163888888889,21.0663888888889,Lens,culinaris
39.7163888888889,21.0663888888889,Lens,culinaris
39.7163888888889,21.0663888888889,Lens,culinaris
39.7163888888889,21.0663888888889,Lens,culinaris
39.6663888888889,20.8330555555556,Pisum,sativum
39.6663888888889,20.8330555555556,Pisum,sativum
39.6663888888889,20.8330555555556,Pisum,sativum
39.6663888888889,20.8330555555556,Pisum,sativum
39.6663888888889,20.8330555555556,Pisum,sativum
40.5163888888889,21.6830555555556,Vicia,ervilia
40.5163888888889,21.6830555555556,Avena,byzantina
41.0602777777778,20.6444444444444,Vicia,ervilia
39.3663888888889,22.95,Vicia,sativa
39.8997222222222,22.1830555555556,Triticum,aestivum
39.8997222222222,22.1830555555556,Triticum,aestivum
39.8997222222222,22.1830555555556,Triticum,aestivum
39.7997222222222,21,Triticum,aestivum
39.7997222222222,21,Triticum,aestivum
39.3663888888889,22.95,Zea,mays
40.3663888888889,22.0663888888889,Lens,culinaris
40.3663888888889,22.0663888888889,Lens,culinaris
40.8163888888889,22.0663888888889,Vicia,ervilia
39.6927777777778,22.35,Vicia,ervilia
39.1830555555556,23.2163888888889,Lathyrus,ochrus
39.7663888888889,21.1830555555556,Hordeum,vulgare
39.28,23.2163888888889,Hordeum,vulgare
39.9591666666667,19.9622222222222,Hordeum,vulgare
39.3830555555556,22.75,Hordeum,vulgare
40.2997222222222,20.0163888888889,Triticum,aestivum
40.6330555555556,22.0663888888889,Triticum,aestivum
40.6330555555556,22.0663888888889,Triticum,turgidum
40.6330555555556,22.0663888888889,Triticum,durum
40.6330555555556,22.0663888888889,Triticum,durum
40.6330555555556,22.0663888888889,Triticum,durum
40.2830555555556,21.8663888888889,Vicia,sativa
40.2830555555556,21.8663888888889,Vicia,sativa
40.2830555555556,21.8663888888889,Vicia,sativa
40.2830555555556,21.8663888888889,Vicia,sativa
41.685,20.4286111111111,Phaseolus,vulgaris
39.1830555555556,23.2163888888889,Pisum,sativum
39.1830555555556,23.2163888888889,Phaseolus,vulgaris
39.1830555555556,23.2163888888889,Phaseolus,vulgaris
39.1830555555556,23.2163888888889,Phaseolus,vulgaris
40.5,22.6663888888889,Lens,culinaris
40.5,22.6663888888889,Lens,culinaris
39.4663888888889,20.5163888888889,Triticum,aestivum
41.3297222222222,19.6497222222222,Avena,byzantina
40.3163888888889,20.1830555555556,Hordeum,vulgare
39.7663888888889,21.1830555555556,Avena,sativa
39.3830555555556,22.75,Anethum,graveolens
39.5252777777778,20.2569444444444,Vicia,sativa
39.5252777777778,20.2569444444444,Phaseolus,vulgaris
39.5252777777778,20.2569444444444,Lens,culinaris
39.5252777777778,20.2569444444444,Triticum,aestivum
39.5252777777778,20.2569444444444,Triticum,durum
39.5252777777778,20.2569444444444,Triticum,monococcum
39.5252777777778,20.2569444444444,Triticum,durum
40.6497222222222,21.1497222222222,Triticum,aestivum
39.5663888888889,21.8330555555556,Triticum,durum
40.5163888888889,21.6830555555556,Lens,culinaris
40.5163888888889,21.6830555555556,Lens,culinaris
40.5163888888889,21.6830555555556,Lens,culinaris
40.5163888888889,21.6830555555556,Lens,culinaris
40.5163888888889,21.6830555555556,Lens,culinaris
40.6330555555556,22.0663888888889,Phaseolus,vulgaris
41.4236111111111,20.5630555555556,Zea,mays
40.9830555555556,22.0663888888889,Hordeum,vulgare
40.9830555555556,22.0663888888889,Hordeum,vulgare
40.2997222222222,20.0163888888889,Hordeum,vulgare
40.6830555555556,21.6163888888889,Hordeum,vulgare
39.7163888888889,21.0663888888889,Triticum,aestivum
39.7163888888889,21.0663888888889,Triticum,aestivum
40.0725,20.1366666666667,Avena,byzantina
39.2666666666667,22.8166666666667,Hordeum,vulgare
40.7088888888889,22.0269444444444,Cicer,arietinum
39.6163888888889,22.5330555555556,Avena,byzantina
39.6163888888889,22.5330555555556,Avena,byzantina
